target,slug,county_name
Pierce Joint Unified,pierce-joint-unified,Glenn
Pine Ridge Elementary,pine-ridge-elementary,San Joaquin
Piner-Olivet Charter,piner-olivet-charter,Lassen
Piner-Olivet Union Elementary,piner-olivet-union-elementary,Stanislaus
Pioneer Technical Center,pioneer-technical-center,Yuba
Pioneer Union Elementary,pioneer-union-elementary,San Diego
Pioneer Union Elementary,pioneer-union-elementary,San Diego
Pioneer Union Elementary,pioneer-union-elementary,Shasta
Pittman Charter,pittman-charter,Alameda
Pittsburg Unified,pittsburg-unified,Imperial
Pivot Charter School - San Diego,pivot-charter-school-san-diego,Tulare
Pivot Charter School North Valley,pivot-charter-school-north-valley,Fresno
Pivot Charter School Riverside County,pivot-charter-school-riverside-county,Amador
Pivot Online Charter - North Bay,pivot-online-charter-north-bay,San Diego
Pixley Union Elementary,pixley-union-elementary,Kern
Placentia-Yorba Linda Unified,placentia-yorba-linda-unified,Orange
Placer County Pathways Charter,placer-county-pathways-charter,Los Angeles
Placer Hills Union Elementary,placer-hills-union-elementary,Santa Clara
Placer Union High,placer-union-high,Imperial
Placerville Union Elementary,placerville-union-elementary,Madera
Plainsburg Union Elementary,plainsburg-union-elementary,Butte
Plainview Academic Charter Academy,plainview-academic-charter-academy,Fresno
Planada Elementary,planada-elementary,Sonoma
Plaza Elementary,plaza-elementary,Los Angeles
Pleasant Grove Joint Union Elementary,pleasant-grove-joint-union-elementary,Humboldt
Pleasant Ridge Union Elementary,pleasant-ridge-union-elementary,San Diego
Pleasant Valley Elementary,pleasant-valley-elementary,Santa Clara
Pleasant Valley Joint Union Elementary,pleasant-valley-joint-union-elementary,Humboldt
Pleasant View Elementary,pleasant-view-elementary,Marin
Pleasanton Unified,pleasanton-unified,Monterey
Plumas Charter,plumas-charter,Riverside
Plumas Lake Elementary,plumas-lake-elementary,Napa
Plumas Unified,plumas-unified,Kern
Point Arena Joint Union High,point-arena-joint-union-high,San Diego
Pollock Pines Elementary,pollock-pines-elementary,Sutter
Pomelo Community Charter,pomelo-community-charter,Mendocino
Pomona Unified,pomona-unified,San Bernardino
Pond Union Elementary,pond-union-elementary,San Diego
Pope Valley Union Elementary,pope-valley-union-elementary,Ventura
Port of Los Angeles High,port-of-los-angeles-high,Kern
Porterville Unified,porterville-unified,Los Angeles
Portola Valley Elementary,portola-valley-elementary,Sacramento
Potter Valley Community Unified,potter-valley-community-unified,Los Angeles
Poway Unified,poway-unified,Fresno
PREPA TEC - Los Angeles,prepa-tec-los-angeles,Shasta
Preuss School UCSD,preuss-school-ucsd,Merced
Price Charter Middle,price-charter-middle,Tehama
Primary Charter,primary-charter,Los Angeles
Princeton Joint Unified,princeton-joint-unified,Contra Costa
Provisional Accelerated Learning Academy,provisional-accelerated-learning-academy,Contra Costa
Public Safety Academy,public-safety-academy,Los Angeles
PUC CA Academy for Liberal Studies Early College High,puc-ca-academy-for-liberal-studies-early-college-high,San Bernardino
PUC California Academy for Liberal Studies,puc-california-academy-for-liberal-studies,Los Angeles
PUC Community Charter Elementary,puc-community-charter-elementary,Fresno
PUC Community Charter Middle,puc-community-charter-middle,Los Angeles
PUC Early College Academy for Leaders and Scholars (ECALS),puc-early-college-academy-for-leaders-and-scholars-ecals,Los Angeles
PUC Excel Charter Academy,puc-excel-charter-academy,San Joaquin
PUC Inspire Charter Academy,puc-inspire-charter-academy,Los Angeles
PUC Lakeview Charter Academy,puc-lakeview-charter-academy,Los Angeles
PUC Lakeview Charter High,puc-lakeview-charter-high,Stanislaus
PUC Milagro Charter,puc-milagro-charter,San Diego
PUC Nueva Esperanza Charter Academy,puc-nueva-esperanza-charter-academy,Los Angeles
PUC Santa Rosa Charter Academy,puc-santa-rosa-charter-academy,San Joaquin
PUC Triumph Academy,puc-triumph-academy,Sonoma
PUC Triumph Charter High,puc-triumph-charter-high,Placer
Puente Charter,puente-charter,Kern
Quail Lake Environmental Charter,quail-lake-environmental-charter,Tulare
RAI Online Charter,rai-online-charter,Contra Costa
Raisin City Elementary,raisin-city-elementary,Los Angeles
Ralph A. Gates Elementary,ralph-a-gates-elementary,Los Angeles
Ramona City Unified,ramona-city-unified,Los Angeles
Rancho Santa Fe Elementary,rancho-santa-fe-elementary,Santa Cruz
Ravendale-Termo Elementary,ravendale-termo-elementary,Lake
Ravenswood City Elementary,ravenswood-city-elementary,Riverside
Raymond-Knowles Union Elementary,raymond-knowles-union-elementary,Mendocino
REACH,reach,Tulare
REACH Leadership Academy,reach-leadership-academy,Fresno
REALM Charter High,realm-charter-high,Monterey
REALM Charter Middle,realm-charter-middle,Los Angeles
Red Bluff Joint Union High,red-bluff-joint-union-high,Tulare
Red Bluff Union Elementary,red-bluff-union-elementary,San Mateo
Redding Elementary,redding-elementary,Merced
Redding School of the Arts II,redding-school-of-the-arts-ii,Santa Clara
Redlands Unified,redlands-unified,Riverside
Redondo Beach Unified,redondo-beach-unified,Santa Clara
Redwood Academy of Ukiah,redwood-academy-of-ukiah,Tulare
Redwood City Elementary,redwood-city-elementary,Los Angeles
Redwood Coast Montessori,redwood-coast-montessori,Sonoma
Redwood Preparatory Charter,redwood-preparatory-charter,San Benito
Reed Union Elementary,reed-union-elementary,Sacramento
Reedley Middle College High,reedley-middle-college-high,Shasta
Reeds Creek Elementary,reeds-creek-elementary,San Luis Obispo
Reef-Sunset Unified,reef-sunset-unified,Tulare
Renaissance Arts Academy,renaissance-arts-academy,Los Angeles
Renew Virtual Academy K12 #1,renew-virtual-academy-k12-1,Nevada
Rescue Union Elementary,rescue-union-elementary,Monterey
Rialto Unified,rialto-unified,Los Angeles
Richfield Elementary,richfield-elementary,San Joaquin
Richgrove Elementary,richgrove-elementary,Los Angeles
Richland Union Elementary,richland-union-elementary,Orange
Richmond Charter Academy,richmond-charter-academy,Sonoma
Richmond Charter Elementary-Benito Juarez,richmond-charter-elementary-benito-juarez,Santa Clara
Richmond College Preparatory,richmond-college-preparatory,Nevada
Richmond Elementary,richmond-elementary,Marin
Ridgecrest Charter,ridgecrest-charter,Santa Clara
Rim of the World Unified,rim-of-the-world-unified,Los Angeles
Rincon Valley Charter,rincon-valley-charter,San Diego
Rincon Valley Union Elementary,rincon-valley-union-elementary,Shasta
Rio Bravo-Greeley Union Elementary,rio-bravo-greeley-union-elementary,Sacramento
Rio Dell Elementary,rio-dell-elementary,San Joaquin
Rio Elementary,rio-elementary,San Diego
Rio Valley Charter,rio-valley-charter,San Diego
Ripon Unified,ripon-unified,Tulare
Rise Kohyang Middle,rise-kohyang-middle,Ventura
Rising Sun Montessori,rising-sun-montessori,San Diego
River Charter,river-charter,Los Angeles
River Delta Joint Unified,river-delta-joint-unified,Sutter
River Islands Technology Academy,river-islands-technology-academy,Inyo
River Montessori Elementary Charter,river-montessori-elementary-charter,Siskiyou
River Oak Charter,river-oak-charter,Butte
River Oaks Academy,river-oaks-academy,Trinity
River Springs Charter,river-springs-charter,Riverside
River Valley Charter,river-valley-charter,Alameda
Riverbank Language Academy,riverbank-language-academy,Los Angeles
Riverbank Unified,riverbank-unified,Tulare
Riverdale Joint Unified,riverdale-joint-unified,Santa Cruz
Riverside County Education Academy,riverside-county-education-academy,Mendocino
Riverside Drive Charter Elementary,riverside-drive-charter-elementary,Tuolumne
Riverside Preparatory,riverside-preparatory,Tehama
Riverside Unified,riverside-unified,Orange
Robert A. Millikan Middle,robert-a-millikan-middle,Sonoma
Roberts Ferry Charter School Academy,roberts-ferry-charter-school-academy,Los Angeles
Roberts Ferry Union Elementary,roberts-ferry-union-elementary,Santa Clara
Robla Elementary,robla-elementary,San Luis Obispo
Rocketship Academy Brilliant Minds,rocketship-academy-brilliant-minds,Sonoma
Rocketship Alma Academy,rocketship-alma-academy,Placer
Rocketship Discovery Prep,rocketship-discovery-prep,Los Angeles
Rocketship Fuerza Community Prep,rocketship-fuerza-community-prep,San Francisco
Rocketship Los Suenos Academy,rocketship-los-suenos-academy,Alameda
Rocketship Mateo Sheedy Elementary,rocketship-mateo-sheedy-elementary,Santa Clara
Rocketship Mosaic Elementary,rocketship-mosaic-elementary,Los Angeles
Rocketship Si Se Puede Academy,rocketship-si-se-puede-academy,Los Angeles
Rocketship Spark Academy,rocketship-spark-academy,Los Angeles
Rockford  Elementary,rockford-elementary,Nevada
Rocklin Academy,rocklin-academy,San Joaquin
Rocklin Academy at Meyers Street,rocklin-academy-at-meyers-street,Glenn
Rocklin Academy Gateway,rocklin-academy-gateway,Los Angeles
Rocklin Independent Charter Academy,rocklin-independent-charter-academy,Mendocino
Rocklin Unified,rocklin-unified,Butte
Rocky Point Charter,rocky-point-charter,Santa Barbara
Rolling Hills Middle,rolling-hills-middle,Los Angeles
Romoland Elementary,romoland-elementary,Los Angeles
Rosedale Union Elementary,rosedale-union-elementary,San Diego
Roseland,roseland,Tehama
Roseland Charter,roseland-charter,Yuba
Rosemary Elementary,rosemary-elementary,San Mateo
Rosemead Elementary,rosemead-elementary,Los Angeles
Roseville City Elementary,roseville-city-elementary,Solano
Roseville Joint Union High,roseville-joint-union-high,Santa Clara
Ross Elementary,ross-elementary,Los Angeles
Ross Valley Elementary,ross-valley-elementary,Fresno
Round Valley Joint Elementary,round-valley-joint-elementary,Stanislaus
Round Valley Unified,round-valley-unified,San Diego
Rowland Heights Charter Academy,rowland-heights-charter-academy,Butte
Rowland Unified,rowland-unified,Tulare
Sacramento Charter High,sacramento-charter-high,San Bernardino
Sacramento City Unified,sacramento-city-unified,Sacramento
Sacramento Valley Charter,sacramento-valley-charter,Fresno
Saddleback Valley Unified,saddleback-valley-unified,Los Angeles
Salida Union Elementary,salida-union-elementary,San Bernardino
Salinas City Elementary,salinas-city-elementary,San Diego
Salinas Union High,salinas-union-high,Solano
Salmon Creek School - A Charter,salmon-creek-school-a-charter,El Dorado
San Antonio Union Elementary,san-antonio-union-elementary,Alameda
San Ardo Union Elementary,san-ardo-union-elementary,Los Angeles
San Benito High,san-benito-high,Ventura
San Bernardino City Unified,san-bernardino-city-unified,Riverside
San Bruno Park Elementary,san-bruno-park-elementary,San Diego
San Carlos Charter Learning Center,san-carlos-charter-learning-center,Los Angeles
San Carlos Elementary,san-carlos-elementary,Nevada
San Diego Cooperative Charter,san-diego-cooperative-charter,Merced
San Diego Cooperative Charter School 2,san-diego-cooperative-charter-school-2,Los Angeles
San Diego Global Vision Academy,san-diego-global-vision-academy,San Bernardino
San Diego Global Vision Academy Middle,san-diego-global-vision-academy-middle,Shasta
San Diego Neighborhood Homeschools,san-diego-neighborhood-homeschools,Mendocino
San Diego Unified,san-diego-unified,San Diego
San Diego Virtual,san-diego-virtual,Tuolumne
San Dieguito Union High,san-dieguito-union-high,Contra Costa
San Francisco Flex Academy,san-francisco-flex-academy,Santa Clara
San Francisco Unified,san-francisco-unified,San Francisco
San Gabriel Unified,san-gabriel-unified,Sonoma
San Jacinto Unified,san-jacinto-unified,Sacramento
San Jacinto Valley Academy,san-jacinto-valley-academy,San Diego
San Joaquin Building Futures Academy,san-joaquin-building-futures-academy,Monterey
San Jose Charter Academy,san-jose-charter-academy,Tuolumne
San Jose Conservation Corps Charter,san-jose-conservation-corps-charter,Los Angeles
San Jose Unified,san-jose-unified,San Diego
San Juan Choices Charter,san-juan-choices-charter,Sutter
San Juan Unified,san-juan-unified,Kern
San Leandro Unified,san-leandro-unified,San Mateo
San Lorenzo Unified,san-lorenzo-unified,Merced
San Lorenzo Valley Unified,san-lorenzo-valley-unified,San Joaquin
San Lucas Union Elementary,san-lucas-union-elementary,Sonoma
San Luis Coastal Unified,san-luis-coastal-unified,Fresno
San Marcos Unified,san-marcos-unified,Riverside
San Marino Unified,san-marino-unified,San Benito
San Mateo Union High,san-mateo-union-high,Los Angeles
San Mateo-Foster City,san-mateo-foster-city,Alameda
San Miguel Elementary,san-miguel-elementary,Los Angeles
San Miguel Joint Union Elementary,san-miguel-joint-union-elementary,San Diego
San Pasqual Union Elementary,san-pasqual-union-elementary,Tulare
San Pasqual Valley Unified,san-pasqual-valley-unified,San Mateo
San Rafael City Elementary,san-rafael-city-elementary,San Diego
San Rafael City High,san-rafael-city-high,San Bernardino
San Ramon Valley Unified,san-ramon-valley-unified,Santa Clara
San Ysidro Elementary,san-ysidro-elementary,Los Angeles
Sanger Academy Charter,sanger-academy-charter,Riverside
Sanger Unified,sanger-unified,Orange
Santa Ana Unified,santa-ana-unified,Sacramento
Santa Barbara Charter,santa-barbara-charter,Los Angeles
Santa Barbara Unified,santa-barbara-unified,Los Angeles
Santa Clara Elementary,santa-clara-elementary,Butte
Santa Clara Unified,santa-clara-unified,Napa
Santa Clarita Valley International,santa-clarita-valley-international,Siskiyou
Santa Cruz City Elementary,santa-cruz-city-elementary,Monterey
Santa Cruz City High,santa-cruz-city-high,Kern
Santa Maria Joint Union High,santa-maria-joint-union-high,Stanislaus
Santa Maria-Bonita Elementary,santa-maria-bonita-elementary,Orange
Santa Monica Boulevard Community Charter,santa-monica-boulevard-community-charter,Sonoma
Santa Monica-Malibu Unified,santa-monica-malibu-unified,Santa Clara
Santa Paula Unified,santa-paula-unified,Orange
Santa Rita Union Elementary,santa-rita-union-elementary,Solano
Santa Rosa Academy,santa-rosa-academy,Yolo
Santa Rosa Accelerated Charter,santa-rosa-accelerated-charter,Mendocino
Santa Rosa Charter,santa-rosa-charter,Sonoma
Santa Rosa Charter School for the Arts,santa-rosa-charter-school-for-the-arts,Sonoma
Santa Rosa Elementary,santa-rosa-elementary,Contra Costa
Santa Rosa French-American Charter (SRFACS),santa-rosa-french-american-charter-srfacs,Santa Barbara
Santa Rosa High,santa-rosa-high,Los Angeles
Santa Ynez Valley Charter,santa-ynez-valley-charter,Glenn
Santa Ynez Valley Union High,santa-ynez-valley-union-high,Santa Barbara
Santee,santee,Los Angeles
Santiago Middle,santiago-middle,Lassen
Saratoga Union Elementary,saratoga-union-elementary,San Diego
Sartorette Charter,sartorette-charter,San Diego
Saucelito Elementary,saucelito-elementary,San Diego
Saugus Union,saugus-union,San Mateo
Sausalito Elementary,sausalito-elementary,Sonoma
SAVA: Sacramento Academic and Vocational Academy,sava-sacramento-academic-and-vocational-academy,Los Angeles
Savanna Elementary,savanna-elementary,Monterey
SCALE Leadership Academy,scale-leadership-academy,Siskiyou
School of Arts and Enterprise,school-of-arts-and-enterprise,Santa Clara
School of Extended Educational Options,school-of-extended-educational-options,Trinity
School of Unlimited Learning,school-of-unlimited-learning,Alameda
Science & Technology Academy at Knights Landing,science-and-technology-academy-at-knights-landing,San Diego
Scotia Union Elementary,scotia-union-elementary,Lassen
Scott Valley Unified,scott-valley-unified,San Joaquin
Scotts Valley Unified,scotts-valley-unified,Orange
Sebastopol Independent Charter,sebastopol-independent-charter,Stanislaus
Sebastopol Union Elementary,sebastopol-union-elementary,Los Angeles
Seeley Union Elementary,seeley-union-elementary,Sutter
Seiad Elementary,seiad-elementary,Los Angeles
Selma Unified,selma-unified,Alameda
Semitropic Elementary,semitropic-elementary,Sonoma
Sequoia Union Elementary,sequoia-union-elementary,San Mateo
Sequoia Union High,sequoia-union-high,Los Angeles
Serrania Avenue Charter For Enriched Studies,serrania-avenue-charter-for-enriched-studies,Santa Clara
Shaffer Union Elementary,shaffer-union-elementary,Los Angeles
Shandon Joint Unified,shandon-joint-unified,Stanislaus
Shasta Charter Academy,shasta-charter-academy,San Francisco
Shasta Union Elementary,shasta-union-elementary,Ventura
Shasta Union High,shasta-union-high,Solano
Shenandoah Valley,shenandoah-valley,San Joaquin
Sherman Oaks Elementary,sherman-oaks-elementary,Los Angeles
Sherman Oaks Elementary Charter,sherman-oaks-elementary-charter,Los Angeles
Sherman Thomas Charter,sherman-thomas-charter,Siskiyou
Sherman Thomas Charter High,sherman-thomas-charter-high,Siskiyou
Sherwood Montessori,sherwood-montessori,San Joaquin
Shiloh Charter,shiloh-charter,Sutter
Shiloh Elementary,shiloh-elementary,Fresno
Shoreline Unified,shoreline-unified,Sonoma
SIATech,siatech,San Diego
SIATech Academy South,siatech-academy-south,Los Angeles
Sierra Academy of Expeditionary Learning,sierra-academy-of-expeditionary-learning,Santa Clara
Sierra Charter,sierra-charter,Tulare
Sierra Expeditionary Learning,sierra-expeditionary-learning,Los Angeles
Sierra Foothill Charter,sierra-foothill-charter,Los Angeles
Sierra Montessori Academy,sierra-montessori-academy,Madera
Sierra Sands Unified,sierra-sands-unified,Santa Clara
Sierra Unified,sierra-unified,Los Angeles
Sierra Vista Charter high,sierra-vista-charter-high,Santa Cruz
Sierra-Plumas Joint Unified,sierra-plumas-joint-unified,Sonoma
Silicon Valley Flex Academy,silicon-valley-flex-academy,Santa Clara
Silver Fork Elementary,silver-fork-elementary,Tehama
Silver Oak High Public Montessori Charter,silver-oak-high-public-montessori-charter,Butte
Silver Valley Unified,silver-valley-unified,Fresno
Simi Valley Unified,simi-valley-unified,Ventura
Siskiyou Union High,siskiyou-union-high,Ventura
Six Rivers Charter High,six-rivers-charter-high,El Dorado
Sixth Grade Charter Academy at Petaluma Jr. High,sixth-grade-charter-academy-at-petaluma-jr-high,Lake
Sixth Street Prep,sixth-street-prep,Los Angeles
Sky Mountain Charter,sky-mountain-charter,Madera
SLVUSD Charter,slvusd-charter,Marin
Smythe Academy of Arts and Sciences,smythe-academy-of-arts-and-sciences,San Mateo
Snelling-Merced Falls Union Elementary,snelling-merced-falls-union-elementary,Los Angeles
Snowline Joint Unified,snowline-joint-unified,San Bernardino
SOAR Charter Academy,soar-charter-academy,San Mateo
Sol Aureus College Preparatory,sol-aureus-college-preparatory,Monterey
Solana Beach Elementary,solana-beach-elementary,San Mateo
Soledad Enrichment Action Charter High,soledad-enrichment-action-charter-high,San Francisco
Soledad Unified,soledad-unified,Fresno
Solvang Elementary,solvang-elementary,Los Angeles
Somis Union Elementary,somis-union-elementary,Santa Cruz
Sonoma Charter,sonoma-charter,San Diego
Sonoma Mountain Elementary,sonoma-mountain-elementary,Los Angeles
Sonoma Valley Unified,sonoma-valley-unified,Placer
Sonora Elementary,sonora-elementary,Kings
Sonora Union High,sonora-union-high,Humboldt
Soquel Union Elementary,soquel-union-elementary,Stanislaus
Soulsbyville Elementary,soulsbyville-elementary,Los Angeles
South Bay Charter,south-bay-charter,Tehama
South Bay Union,south-bay-union,San Diego
South Bay Union Elementary,south-bay-union-elementary,Santa Clara
South Fork Union ,south-fork-union-,Sacramento
South Monterey County Joint Union High,south-monterey-county-joint-union-high,Nevada
South Pasadena Unified,south-pasadena-unified,Sacramento
South San Francisco Unified,south-san-francisco-unified,Santa Barbara
South Sutter Charter,south-sutter-charter,Santa Cruz
South Whittier Elementary,south-whittier-elementary,Nevada
Southern California Online Academy,southern-california-online-academy,Los Angeles
Southern Humboldt Joint Unified,southern-humboldt-joint-unified,Siskiyou
Southern Kern Unified,southern-kern-unified,Los Angeles
Southern Trinity Joint Unified,southern-trinity-joint-unified,Humboldt
Southside Elementary,southside-elementary,Fresno
Spencer Valley Elementary,spencer-valley-elementary,Butte
Spreckels Union Elementary,spreckels-union-elementary,Riverside
Spring Creek Matanzas Charter,spring-creek-matanzas-charter,Orange
Springville Union Elementary,springville-union-elementary,Alameda
Squaw Valley Preparatory,squaw-valley-preparatory,San Bernardino
St. Helena Unified,st-helena-unified,Nevada
St. HOPE Public School 7,st-hope-public-school-7,Los Angeles
Standard Elementary,standard-elementary,Kings
Stanislaus Alternative Charter,stanislaus-alternative-charter,Alameda
Stanislaus Union Elementary,stanislaus-union-elementary,Monterey
Steele Canyon High,steele-canyon-high,San Bernardino
Stella Middle Charter Academy,stella-middle-charter-academy,Lake
Stellar Charter,stellar-charter,Sacramento
Stellar Secondary Charter High,stellar-secondary-charter-high,San Diego
Stephen W. Hawking Charter,stephen-w-hawking-charter,Santa Barbara
"Stephen W. Hawkings II Science, Technology, Engineering, Art and Math Charter",stephen-w-hawkings-ii-science-technology-engineering-art-and-math-charter,San Francisco
Stockton Collegiate International Elementary,stockton-collegiate-international-elementary,San Mateo
Stockton Collegiate International Secondary,stockton-collegiate-international-secondary,Shasta
Stockton Unified,stockton-unified,Los Angeles
Stockton Unified Early College Academy,stockton-unified-early-college-academy,Kern
Stone Bridge,stone-bridge,Plumas
Stone Corral Elementary,stone-corral-elementary,Glenn
Stony Creek Joint Unified,stony-creek-joint-unified,Yuba
Stony Point Academy,stony-point-academy,Los Angeles
Strathmore Union Elementary,strathmore-union-elementary,San Diego
Stream Charter,stream-charter,Siskiyou
Student Empowerment Academy,student-empowerment-academy,Tulare
Success One!,success-one!,Los Angeles
Sulphur Springs Union,sulphur-springs-union,Orange
Summerville Elementary,summerville-elementary,Los Angeles
Summerville Union High,summerville-union-high,Los Angeles
Summit Charter Academy,summit-charter-academy,Mendocino
Summit Leadership Academy-High Desert,summit-leadership-academy-high-desert,Santa Clara
Summit Preparatory Charter High,summit-preparatory-charter-high,Los Angeles
Summit Public School K2,summit-public-school-k2,Santa Cruz
Summit Public School: Denali,summit-public-school-denali,San Luis Obispo
Summit Public School: Rainier,summit-public-school-rainier,San Diego
Summit Public School: Shasta,summit-public-school-shasta,San Mateo
Summit Public School: Tahoma,summit-public-school-tahoma,San Bernardino
Sundale Union Elementary,sundale-union-elementary,Los Angeles
Sunnyside Union Elementary,sunnyside-union-elementary,Humboldt
Sunnyvale,sunnyvale,San Luis Obispo
Sunol Glen Unified,sunol-glen-unified,Santa Clara
Sunridge Charter,sunridge-charter,Tulare
Sunrise Middle,sunrise-middle,Fresno
Superior Street Elementary,superior-street-elementary,San Joaquin
Surprise Valley Joint Unified,surprise-valley-joint-unified,Contra Costa
Susanville Elementary,susanville-elementary,Orange
Sutter Union High,sutter-union-high,Siskiyou
Sweetwater Union High,sweetwater-union-high,Alameda
Sycamore Academy of Science and Cultural Arts,sycamore-academy-of-science-and-cultural-arts,Monterey
Sycamore Valley Academy,sycamore-valley-academy,Riverside
Sylvan Union Elementary,sylvan-union-elementary,Riverside
Synergy,synergy,Los Angeles
Synergy Charter Academy,synergy-charter-academy,San Diego
Synergy Kinetic Academy,synergy-kinetic-academy,Ventura
Synergy Quantum Academy,synergy-quantum-academy,Fresno
Taft City,taft-city,Santa Clara
Taft T. Newman Leadership Academy,taft-t-newman-leadership-academy,Santa Cruz
Taft Union High,taft-union-high,San Diego
Tahoe-Truckee Unified,tahoe-truckee-unified,Humboldt
Tamalpais Union High,tamalpais-union-high,San Diego
Taylion High Desert Academy/Adelanto,taylion-high-desert-academy-adelanto,Santa Clara
Taylion San Diego Academy,taylion-san-diego-academy,Sonoma
TEACH Academy of Technologies,teach-academy-of-technologies,San Diego
TEACH Tech Charter high,teach-tech-charter-high,Los Angeles
TEAM Charter,team-charter,Los Angeles
Tehachapi Unified,tehachapi-unified,Santa Cruz
Tehama eLearning Academy,tehama-elearning-academy,Humboldt
Temecula Preparatory,temecula-preparatory,San Bernardino
Temecula Valley Charter,temecula-valley-charter,Los Angeles
Temecula Valley Unified,temecula-valley-unified,Riverside
Temple City Unified,temple-city-unified,Placer
Templeton Unified,templeton-unified,Ventura
Terra Bella Union Elementary,terra-bella-union-elementary,Orange
The Academy,the-academy,Tulare
The Academy of Alameda,the-academy-of-alameda,Los Angeles
The Education Corps,the-education-corps,Los Angeles
The Heights Charter,the-heights-charter,Tulare
The Language Academy of Sacramento,the-language-academy-of-sacramento,Los Angeles
The MET,the-met,Sacramento
The O'Farrell Charter,the-ofarrell-charter,San Joaquin
Thermalito Union Elementary,thermalito-union-elementary,San Bernardino
Three Rivers Charter,three-rivers-charter,San Bernardino
Three Rivers Union Elementary,three-rivers-union-elementary,Monterey
Thrive Public School,thrive-public-school,San Diego
Tierra Linda Middle,tierra-linda-middle,Santa Clara
Tierra Pacifica Charter,tierra-pacifica-charter,Shasta
Tipton Elementary,tipton-elementary,Santa Clara
Today's Fresh Start Charter,todays-fresh-start-charter,Humboldt
Today's Fresh Start Charter School Inglewood,todays-fresh-start-charter-school-inglewood,Sutter
Topanga Learn-Charter Elementary,topanga-learn-charter-elementary,Sacramento
Topeka Charter School For Advanced Studies,topeka-charter-school-for-advanced-studies,Santa Clara
Torrance Unified,torrance-unified,Santa Clara
Tracy Joint Unified,tracy-joint-unified,Ventura
Traver Joint Elementary,traver-joint-elementary,San Diego
Travis Unified,travis-unified,Orange
Tree of Life Charter,tree-of-life-charter,Solano
Tres Pinos Union Elementary,tres-pinos-union-elementary,San Diego
Trillium Charter,trillium-charter,Siskiyou
Trinidad Union Elementary,trinidad-union-elementary,Ventura
Trinity Alps Unified,trinity-alps-unified,Placer
Trinity Center Elementary,trinity-center-elementary,San Benito
Trivium Charter,trivium-charter,Los Angeles
Trona Joint Unified,trona-joint-unified,Madera
Tulare City,tulare-city,Tulare
Tulare Joint Union High,tulare-joint-union-high,Ventura
Tulelake Basin Joint Unified,tulelake-basin-joint-unified,Butte
Turlock Unified,turlock-unified,Los Angeles
Tustin Unified,tustin-unified,Riverside
Twain Harte,twain-harte,San Diego
Twin Hills Charter Middle,twin-hills-charter-middle,Santa Clara
Twin Hills Union Elementary,twin-hills-union-elementary,Los Angeles
Twin Ridges Elementary,twin-ridges-elementary,San Bernardino
Twin Ridges Home Study Charter,twin-ridges-home-study-charter,Siskiyou
Twin Rivers Charter,twin-rivers-charter,San Joaquin
Twin Rivers Unified,twin-rivers-unified,Los Angeles
Two Rock Union,two-rock-union,Humboldt
Ukiah Unified,ukiah-unified,Monterey
Uncharted Shores Academy,uncharted-shores-academy,San Mateo
Union Elementary,union-elementary,Los Angeles
Union Hill Elementary,union-hill-elementary,Los Angeles
Union Hill Elementary,union-hill-elementary,Los Angeles
Union Joint Elementary,union-joint-elementary,Trinity
Union Street Charter,union-street-charter,Humboldt
University Charter Middle School at CSU Channel Islands,university-charter-middle-school-at-csu-channel-islands,Kings
University High,university-high,Los Angeles
University Preparation School at CSU Channel Islands,university-preparation-school-at-csu-channel-islands,Los Angeles
University Preparatory,university-preparatory,Alameda
University Preparatory Academy Charter,university-preparatory-academy-charter,Los Angeles
University Preparatory High,university-preparatory-high,Shasta
Upland Unified,upland-unified,Merced
Upper Lake Union Elementary,upper-lake-union-elementary,Imperial
Upper Lake Union High,upper-lake-union-high,Sacramento
Urban Corps of San Diego County Charter,urban-corps-of-san-diego-county-charter,Tulare
Urban Discovery Academy Charter,urban-discovery-academy-charter,Los Angeles
Urban Montessori Charter,urban-montessori-charter,Los Angeles
USC Hybrid High,usc-hybrid-high,San Diego
Vacaville Unified,vacaville-unified,San Bernardino
Val Verde Unified,val-verde-unified,Riverside
Valle Lindo Elementary,valle-lindo-elementary,Imperial
Vallecito Union Elementary,vallecito-union-elementary,Santa Clara
Vallecitos Elementary,vallecitos-elementary,Mendocino
Vallejo Charter,vallejo-charter,Santa Clara
Vallejo City Unified,vallejo-city-unified,Sutter
Valley Arts and Science Academy (VASA),valley-arts-and-science-academy-vasa,Alameda
Valley Center-Pauma Unified,valley-center-pauma-unified,Sonoma
Valley Charter Elementary,valley-charter-elementary,Riverside
Valley Charter High,valley-charter-high,Tehama
Valley Charter Middle,valley-charter-middle,Contra Costa
Valley Home Joint Elementary,valley-home-joint-elementary,Los Angeles
Valley Life Charter,valley-life-charter,Fresno
Valley Oak Charter,valley-oak-charter,Siskiyou
Valley Oaks Charter,valley-oaks-charter,Shasta
Valley Prep 6-8,valley-prep-6-8,Glenn
Valley Prep Academy 9-12,valley-prep-academy-9-12,Sonoma
Valley Prep K-5,valley-prep-k-5,Santa Clara
Valley Preparatory Academy Charter,valley-preparatory-academy-charter,Los Angeles
Valley View Charter Prep,valley-view-charter-prep,Sonoma
Valor Academy Charter,valor-academy-charter,Humboldt
Valor Academy Charter High,valor-academy-charter-high,Sutter
Van Gogh Charter,van-gogh-charter,Santa Clara
Vantage Point Charter,vantage-point-charter,Mendocino
